311.864, 129.494, 3.551,  3.620 False
311.745, 129.494, 3.584,  3.653 False
311.625, 129.494, 3.617,  3.686 False
311.503, 129.494, 3.650,  3.719 False
311.381, 129.495, 3.683,  3.752 False
311.257, 129.495, 3.716,  3.785 False
311.133, 129.495, 3.749,  3.818 False
311.007, 129.495, 3.782,  3.851 False
310.880, 129.495, 3.815,  3.884 False
310.752, 129.495, 3.848,  3.917 False
310.623, 129.495, 3.881,  3.950 False
310.493, 129.495, 3.912,  3.983 False
310.361, 129.495, 3.944,  4.016 False
310.229, 129.495, 3.975,  4.049 False
310.096, 129.495, 4.006,  4.082 False
309.962, 129.495, 4.037,  4.115 False
309.826, 129.495, 4.069,  4.148 False
309.690, 129.495, 4.100,  4.181 False
309.552, 129.495, 4.131,  4.214 False
309.414, 129.495, 4.162,  4.247 False
309.274, 129.495, 4.194,  4.280 False
309.134, 129.495, 4.225,  4.313 False
308.992, 129.496, 4.257,  4.346 False
308.850, 129.496, 4.288,  4.379 False
308.706, 129.496, 4.319,  4.412 False
308.561, 129.496, 4.351,  4.445 False
308.415, 129.496, 4.383,  4.478 False
308.268, 129.496, 4.414,  4.511 False
308.120, 129.496, 4.445,  4.544 False
307.971, 129.496, 4.476,  4.577 False
307.821, 129.496, 4.507,  4.610 False
307.670, 129.496, 4.538,  4.643 False
307.518, 129.496, 4.569,  4.676 False
307.365, 129.496, 4.600,  4.709 False
307.211, 129.496, 4.631,  4.742 False
307.056, 129.496, 4.662,  4.775 False
306.900, 129.496, 4.692,  4.808 False
306.743, 129.496, 4.723,  4.841 False
306.585, 129.498, 4.752,  4.874 False
306.426, 129.501, 4.782,  4.907 False
306.265, 129.504, 4.813,  4.940 False
306.104, 129.507, 4.845,  4.973 False
305.942, 129.510, 4.875,  5.006 False
305.779, 129.514, 4.907,  5.039 False
305.614, 129.519, 4.937,  5.072 False
305.449, 129.523, 4.969,  5.105 False
305.283, 129.528, 5.000,  5.138 False
305.115, 129.533, 5.030,  5.171 False
304.947, 129.539, 5.061,  5.204 False
304.778, 129.545, 5.092,  5.237 False
304.607, 129.552, 5.123,  5.270 False
304.436, 129.558, 5.152,  5.303 False
304.263, 129.566, 5.181,  5.336 False
304.091, 129.574, 5.200,  5.369 False
303.917, 129.582, 5.213,  5.402 False
303.744, 129.591, 5.222,  5.435 False
303.570, 129.598, 5.229,  5.468 False
303.396, 129.606, 5.238,  5.501 False
303.221, 129.613, 5.253,  5.534 False
303.046, 129.621, 5.277,  5.567 False
302.869, 129.630, 5.306,  5.600 False
302.692, 129.638, 5.341,  5.633 False
302.513, 129.649, 5.377,  5.666 False
302.333, 129.661, 5.417,  5.699 False
302.152, 129.674, 5.457,  5.732 False
301.969, 129.688, 5.497,  5.765 False
301.785, 129.701, 5.539,  5.798 False
301.600, 129.715, 5.579,  5.831 False
301.413, 129.727, 5.619,  5.864 False
301.225, 129.739, 5.657,  5.897 False
301.036, 129.752, 5.694,  5.930 False
300.846, 129.765, 5.730,  5.963 False
300.655, 129.777, 5.766,  5.996 False
300.462, 129.790, 5.801,  6.029 False
300.268, 129.805, 5.836,  6.062 False
300.074, 129.821, 5.871,  6.095 False
299.878, 129.837, 5.907,  6.128 False
299.680, 129.852, 5.941,  6.161 False
299.482, 129.868, 5.975,  6.194 False
299.283, 129.885, 6.009,  6.227 False
299.083, 129.902, 6.042,  6.260 False
298.881, 129.918, 6.076,  6.293 False
298.679, 129.936, 6.109,  6.326 False
298.475, 129.954, 6.142,  6.359 False
298.270, 129.973, 6.175,  6.392 False
298.065, 129.991, 6.207,  6.425 False
297.858, 130.011, 6.239,  6.458 False
297.650, 130.030, 6.271,  6.491 False
297.441, 130.049, 6.304,  6.524 False
297.231, 130.069, 6.335,  6.557 False
297.020, 130.089, 6.367,  6.590 False
296.808, 130.110, 6.399,  6.623 False
296.595, 130.130, 6.431,  6.656 False
296.381, 130.150, 6.462,  6.689 False
296.166, 130.172, 6.494,  6.722 False
295.950, 130.193, 6.525,  6.755 False
295.733, 130.215, 6.557,  6.788 False
295.515, 130.237, 6.588,  6.821 False
295.295, 130.259, 6.619,  6.854 False
295.075, 130.282, 6.650,  6.887 False
294.854, 130.305, 6.681,  6.920 False
294.632, 130.328, 6.711,  6.953 False
294.409, 130.351, 6.741,  6.986 False
294.185, 130.375, 6.770,  7.019 False
293.959, 130.399, 6.800,  7.052 False
293.733, 130.422, 6.829,  7.085 False
293.506, 130.446, 6.859,  7.118 False
293.278, 130.470, 6.888,  7.151 False
293.049, 130.495, 6.918,  7.184 False
292.819, 130.519, 6.947,  7.217 False
292.588, 130.544, 6.977,  7.250 False
292.356, 130.569, 7.006,  7.283 False
292.124, 130.594, 7.036,  7.316 False
291.890, 130.619, 7.065,  7.349 False
291.655, 130.646, 7.095,  7.382 False
291.419, 130.672, 7.124,  7.415 False
291.182, 130.698, 7.154,  7.448 False
290.945, 130.724, 7.183,  7.481 False
290.706, 130.750, 7.213,  7.514 False
290.466, 130.776, 7.242,  7.547 False
290.226, 130.803, 7.272,  7.580 False
289.984, 130.829, 7.301,  7.613 False
289.741, 130.856, 7.331,  7.646 False
289.498, 130.883, 7.360,  7.679 False
289.253, 130.910, 7.390,  7.712 False
289.008, 130.937, 7.418,  7.745 False
288.761, 130.964, 7.448,  7.778 False
288.514, 130.992, 7.476,  7.811 False
288.265, 131.019, 7.506,  7.844 False
288.016, 131.047, 7.534,  7.877 False
287.766, 131.074, 7.564,  7.910 False
287.514, 131.102, 7.592,  7.943 False
287.262, 131.130, 7.621,  7.976 False
287.009, 131.158, 7.650,  8.009 False
286.755, 131.186, 7.680,  8.042 False
286.499, 131.213, 7.707,  8.075 False
286.243, 131.241, 7.737,  8.108 False
285.986, 131.268, 7.766,  8.141 False
285.728, 131.296, 7.795,  8.174 False
285.469, 131.324, 7.823,  8.207 False
285.209, 131.352, 7.853,  8.240 False
284.948, 131.380, 7.881,  8.273 False
284.686, 131.407, 7.910,  8.306 False
284.423, 131.433, 7.938,  8.339 False
284.159, 131.458, 7.968,  8.372 False
283.893, 131.482, 7.996,  8.405 False
283.627, 131.506, 8.026,  8.438 False
283.360, 131.529, 8.055,  8.471 False
283.092, 131.551, 8.085,  8.504 False
282.822, 131.572, 8.114,  8.537 False
282.552, 131.592, 8.144,  8.570 False
282.280, 131.612, 8.173,  8.603 False
282.008, 131.629, 8.201,  8.636 False
281.734, 131.645, 8.226,  8.669 False
281.460, 131.661, 8.248,  8.702 False
281.185, 131.675, 8.265,  8.735 False
280.910, 131.689, 8.279,  8.768 False
280.634, 131.701, 8.289,  8.801 False
280.358, 131.713, 8.298,  8.834 False
280.081, 131.723, 8.305,  8.867 False
279.805, 131.732, 8.312,  8.900 False
279.528, 131.740, 8.317,  8.933 False
279.251, 131.747, 8.320,  8.966 False
278.974, 131.752, 8.325,  8.999 False
278.696, 131.756, 8.328,  9.032 False
278.419, 131.759, 8.332,  9.065 False
278.141, 131.761, 8.335,  9.098 False
277.863, 131.763, 8.338,  9.131 False
277.585, 131.764, 8.340,  9.164 False
277.307, 131.763, 8.341,  9.197 False
277.029, 131.762, 8.343,  9.230 False
276.751, 131.760, 8.344,  9.263 False
276.473, 131.757, 8.345,  9.296 False
276.195, 131.752, 8.346,  9.329 False
275.917, 131.746, 8.345,  9.362 False
275.639, 131.737, 8.345,  9.395 False
275.361, 131.728, 8.347,  9.428 False
275.083, 131.719, 8.349,  9.461 False
274.805, 131.709, 8.350,  9.494 False
274.527, 131.698, 8.350,  9.527 False
274.249, 131.687, 8.351,  9.560 False
273.971, 131.675, 8.351,  9.593 False
273.693, 131.662, 8.351,  9.626 False
273.415, 131.648, 8.351,  9.659 False
273.137, 131.635, 8.351,  9.692 False
272.859, 131.622, 8.351,  9.725 False
272.581, 131.608, 8.351,  9.758 False
272.303, 131.592, 8.350,  9.791 False
272.025, 131.576, 8.351,  9.824 False
271.747, 131.561, 8.351,  9.857 False
271.470, 131.545, 8.351,  9.890 False
271.192, 131.530, 8.351,  9.923 False
270.914, 131.514, 8.351,  9.956 False
270.636, 131.498, 8.350,  9.989 False
270.358, 131.481, 8.350, 10.022 False
270.080, 131.464, 8.350, 10.055 False
269.802, 131.447, 8.350, 10.088 False
269.525, 131.430, 8.349, 10.121 False
269.247, 131.413, 8.349, 10.154 False
268.969, 131.395, 8.349, 10.187 False
268.691, 131.378, 8.349, 10.220 False
268.414, 131.360, 8.348, 10.253 False
268.136, 131.342, 8.348, 10.286 False
267.858, 131.323, 8.348, 10.319 False
267.581, 131.305, 8.348, 10.352 False
267.303, 131.287, 8.347, 10.385 False
267.026, 131.268, 8.347, 10.418 False
266.748, 131.249, 8.347, 10.451 False
266.470, 131.230, 8.346, 10.484 False
266.193, 131.211, 8.346, 10.517 False
265.915, 131.192, 8.346, 10.550 False
265.638, 131.172, 8.346, 10.583 False
265.360, 131.153, 8.346, 10.616 False
265.083, 131.134, 8.345, 10.649 False
264.805, 131.114, 8.345, 10.682 False
264.528, 131.094, 8.345, 10.715 False
264.250, 131.075, 8.345, 10.748 False
263.973, 131.055, 8.344, 10.781 False
263.695, 131.035, 8.344, 10.814 False
263.418, 131.015, 8.344, 10.847 False
263.141, 130.995, 8.344, 10.880 False
262.863, 130.975, 8.343, 10.913 False
262.586, 130.955, 8.343, 10.946 False
262.309, 130.935, 8.343, 10.979 False
262.031, 130.914, 8.343, 11.012 False
261.754, 130.894, 8.342, 11.045 False
261.477, 130.874, 8.342, 11.078 False
261.199, 130.854, 8.342, 11.111 False
260.922, 130.833, 8.342, 11.144 False
260.645, 130.813, 8.342, 11.177 False
260.367, 130.792, 8.341, 11.210 False
260.090, 130.772, 8.341, 11.243 False
259.813, 130.751, 8.341, 11.276 False
259.535, 130.731, 8.341, 11.309 False
259.258, 130.710, 8.341, 11.342 False
258.981, 130.690, 8.340, 11.375 False
258.704, 130.669, 8.340, 11.408 False
258.426, 130.649, 8.340, 11.441 False
258.149, 130.628, 8.340, 11.474 False
257.872, 130.608, 8.340, 11.507 False
257.595, 130.588, 8.340, 11.540 False
257.318, 130.567, 8.339, 11.573 False
257.040, 130.547, 8.339, 11.606 False
256.763, 130.526, 8.339, 11.639 False
256.486, 130.506, 8.339, 11.672 False
256.209, 130.485, 8.339, 11.705 False
255.931, 130.465, 8.339, 11.738 False
255.654, 130.445, 8.339, 11.771 False
255.377, 130.424, 8.338, 11.804 False
255.100, 130.404, 8.338, 11.837 False
254.823, 130.384, 8.338, 11.870 False
254.545, 130.364, 8.338, 11.903 False
254.268, 130.344, 8.338, 11.936 False
253.991, 130.323, 8.338, 11.969 False
253.714, 130.303, 8.338, 12.002 False
253.437, 130.283, 8.338, 12.035 False
253.159, 130.264, 8.337, 12.068 False
252.882, 130.244, 8.337, 12.101 False
252.605, 130.224, 8.337, 12.134 False
252.328, 130.204, 8.337, 12.167 False
252.051, 130.184, 8.337, 12.200 False
251.773, 130.165, 8.337, 12.233 False
251.496, 130.145, 8.337, 12.266 False
251.219, 130.126, 8.337, 12.299 False
250.942, 130.107, 8.337, 12.332 False
250.665, 130.087, 8.337, 12.365 False
250.387, 130.068, 8.336, 12.398 False
250.110, 130.049, 8.336, 12.431 False
249.833, 130.030, 8.336, 12.464 False
249.556, 130.011, 8.336, 12.497 False
249.278, 129.992, 8.336, 12.530 False
249.001, 129.973, 8.336, 12.563 False
248.724, 129.955, 8.336, 12.596 False
248.447, 129.936, 8.336, 12.629 False
248.170, 129.918, 8.336, 12.662 False
247.892, 129.899, 8.336, 12.695 False
247.615, 129.881, 8.336, 12.728 False
247.338, 129.863, 8.336, 12.761 False
247.060, 129.845, 8.336, 12.794 False
246.783, 129.827, 8.335, 12.827 False
246.506, 129.810, 8.335, 12.860 False
246.229, 129.793, 8.335, 12.893 False
245.951, 129.775, 8.335, 12.926 False
245.674, 129.758, 8.335, 12.959 False
245.397, 129.741, 8.335, 12.992 False
245.119, 129.724, 8.335, 13.025 False
244.842, 129.707, 8.335, 13.058 False
244.565, 129.691, 8.335, 13.091 False
244.287, 129.675, 8.335, 13.124 False
244.010, 129.659, 8.335, 13.157 False
243.733, 129.642, 8.335, 13.190 False
243.455, 129.626, 8.335, 13.223 False
243.178, 129.610, 8.335, 13.256 False
242.900, 129.595, 8.335, 13.289 False
242.623, 129.579, 8.335, 13.322 False
242.346, 129.564, 8.335, 13.355 False
242.068, 129.548, 8.335, 13.388 False
241.791, 129.533, 8.335, 13.421 False
241.513, 129.518, 8.335, 13.454 False
241.236, 129.504, 8.334, 13.487 False
240.959, 129.489, 8.334, 13.520 False
240.681, 129.475, 8.334, 13.553 False
240.404, 129.460, 8.334, 13.586 False
240.126, 129.446, 8.334, 13.619 False
239.849, 129.432, 8.334, 13.652 False
239.571, 129.418, 8.334, 13.685 False
239.294, 129.405, 8.334, 13.718 False
239.016, 129.391, 8.334, 13.751 False
238.739, 129.377, 8.334, 13.784 False
238.461, 129.364, 8.334, 13.817 False
238.184, 129.351, 8.334, 13.850 False
237.906, 129.339, 8.334, 13.883 False
237.629, 129.326, 8.334, 13.916 False
237.351, 129.314, 8.334, 13.949 False
237.074, 129.301, 8.334, 13.982 False
236.796, 129.289, 8.334, 14.015 False
236.519, 129.277, 8.334, 14.048 False
236.241, 129.265, 8.334, 14.081 False
235.964, 129.253, 8.334, 14.114 False
235.686, 129.242, 8.334, 14.147 False
235.409, 129.231, 8.334, 14.180 False
235.131, 129.219, 8.334, 14.213 False
234.853, 129.208, 8.334, 14.246 False
234.576, 129.198, 8.334, 14.279 False
234.298, 129.187, 8.334, 14.312 False
234.021, 129.176, 8.334, 14.345 False
233.743, 129.166, 8.334, 14.378 False
233.465, 129.156, 8.334, 14.411 False
233.188, 129.145, 8.334, 14.444 False
232.910, 129.136, 8.334, 14.477 False
232.633, 129.126, 8.334, 14.510 False
232.355, 129.116, 8.334, 14.543 False
232.077, 129.107, 8.334, 14.576 False
231.800, 129.097, 8.334, 14.609 False
231.522, 129.089, 8.333, 14.642 False
231.244, 129.080, 8.333, 14.675 False
230.967, 129.071, 8.334, 14.708 False
230.689, 129.063, 8.334, 14.741 False
230.411, 129.054, 8.334, 14.774 False
230.134, 129.046, 8.334, 14.807 False
229.856, 129.038, 8.334, 14.840 False
229.578, 129.030, 8.334, 14.873 False
229.301, 129.022, 8.334, 14.906 False
229.023, 129.015, 8.334, 14.939 False
228.745, 129.007, 8.333, 14.972 False
228.468, 129.000, 8.333, 15.005 False
228.190, 128.993, 8.333, 15.038 False
227.912, 128.986, 8.333, 15.071 False
227.635, 128.979, 8.333, 15.104 False
227.357, 128.972, 8.333, 15.137 False
227.079, 128.965, 8.333, 15.170 False
226.801, 128.959, 8.333, 15.203 False
226.524, 128.952, 8.333, 15.236 False
226.246, 128.946, 8.333, 15.269 False
225.968, 128.940, 8.333, 15.302 False
225.691, 128.934, 8.333, 15.335 False
225.413, 128.928, 8.333, 15.368 False
225.135, 128.923, 8.333, 15.401 False
224.857, 128.917, 8.333, 15.434 False
224.580, 128.912, 8.333, 15.467 False
224.302, 128.907, 8.333, 15.500 False
224.024, 128.902, 8.333, 15.533 False
223.747, 128.897, 8.333, 15.566 False
223.469, 128.892, 8.333, 15.599 False
223.191, 128.888, 8.333, 15.632 False
222.913, 128.884, 8.333, 15.665 False
222.636, 128.879, 8.333, 15.698 False
222.358, 128.875, 8.333, 15.731 False
222.080, 128.872, 8.333, 15.764 False
221.802, 128.868, 8.333, 15.797 False
221.525, 128.864, 8.333, 15.830 False
221.247, 128.861, 8.333, 15.863 False
220.969, 128.857, 8.333, 15.896 False
220.691, 128.854, 8.333, 15.929 False
220.414, 128.851, 8.333, 15.962 False
220.136, 128.848, 8.333, 15.995 False
219.858, 128.845, 8.333, 16.028 False
219.580, 128.842, 8.333, 16.061 False
219.302, 128.841, 8.333, 16.094 False
219.025, 128.838, 8.333, 16.127 False
218.747, 128.836, 8.333, 16.160 False
218.469, 128.834, 8.333, 16.193 False
218.191, 128.832, 8.333, 16.226 False
217.914, 128.831, 8.333, 16.259 False
217.636, 128.829, 8.333, 16.292 False
217.358, 128.827, 8.333, 16.325 False
217.080, 128.826, 8.333, 16.358 False
216.802, 128.825, 8.333, 16.391 False
216.525, 128.823, 8.333, 16.424 False
216.247, 128.822, 8.333, 16.457 False
215.969, 128.821, 8.333, 16.490 False
215.691, 128.821, 8.333, 16.523 False
215.414, 128.821, 8.333, 16.556 False
215.136, 128.821, 8.333, 16.589 False
214.858, 128.820, 8.333, 16.622 False
214.580, 128.820, 8.333, 16.655 False
214.302, 128.820, 8.333, 16.688 False
214.025, 128.820, 8.333, 16.721 False
213.747, 128.820, 8.333, 16.754 False
213.469, 128.820, 8.333, 16.787 False
213.191, 128.821, 8.333, 16.820 False
212.914, 128.821, 8.333, 16.853 False
212.636, 128.822, 8.333, 16.886 False
212.358, 128.823, 8.333, 16.919 False
212.080, 128.823, 8.333, 16.952 False
211.802, 128.824, 8.333, 16.985 False
211.525, 128.825, 8.333, 17.018 False
211.247, 128.826, 8.333, 17.051 False
210.969, 128.827, 8.333, 17.084 False
210.691, 128.829, 8.333, 17.117 False
210.414, 128.830, 8.333, 17.150 False
210.136, 128.831, 8.333, 17.183 False
209.858, 128.833, 8.333, 17.216 False
209.580, 128.834, 8.333, 17.249 False
209.303, 128.836, 8.333, 17.282 False
209.025, 128.838, 8.333, 17.315 False
208.747, 128.840, 8.333, 17.348 False
208.469, 128.842, 8.333, 17.381 False
208.191, 128.844, 8.333, 17.414 False
207.914, 128.846, 8.333, 17.447 False
207.636, 128.848, 8.333, 17.480 False
207.358, 128.851, 8.333, 17.513 False
207.080, 128.853, 8.333, 17.546 False
206.803, 128.855, 8.333, 17.579 False
206.525, 128.858, 8.333, 17.612 False
206.247, 128.861, 8.333, 17.645 False
205.969, 128.864, 8.333, 17.678 False
205.691, 128.866, 8.333, 17.711 False
205.414, 128.869, 8.333, 17.744 False
205.136, 128.872, 8.333, 17.777 False
204.858, 128.875, 8.333, 17.810 False
204.580, 128.878, 8.333, 17.843 False
204.303, 128.882, 8.333, 17.876 False
204.025, 128.885, 8.333, 17.909 False
203.747, 128.888, 8.333, 17.942 False
203.470, 128.891, 8.333, 17.975 False
203.192, 128.895, 8.333, 18.008 False
202.914, 128.899, 8.333, 18.041 False
202.636, 128.902, 8.333, 18.074 False
202.359, 128.906, 8.333, 18.107 False
202.081, 128.909, 8.333, 18.140 False
201.803, 128.913, 8.333, 18.173 False
201.525, 128.917, 8.333, 18.206 False
201.248, 128.921, 8.333, 18.239 False
200.970, 128.925, 8.333, 18.272 False
200.692, 128.930, 8.333, 18.305 False
200.414, 128.934, 8.333, 18.338 False
200.137, 128.938, 8.333, 18.371 False
199.859, 128.943, 8.333, 18.404 False
199.581, 128.947, 8.333, 18.437 False
199.303, 128.951, 8.333, 18.470 False
199.026, 128.957, 8.333, 18.503 False
198.748, 128.961, 8.333, 18.536 False
198.470, 128.966, 8.333, 18.569 False
198.193, 128.971, 8.333, 18.602 False
197.915, 128.976, 8.333, 18.635 False
197.637, 128.981, 8.333, 18.668 False
197.359, 128.986, 8.333, 18.701 False
197.082, 128.991, 8.333, 18.734 False
196.804, 128.996, 8.333, 18.767 False
196.526, 129.001, 8.333, 18.800 False
196.248, 129.006, 8.333, 18.833 False
195.971, 129.011, 8.333, 18.866 False
195.693, 129.016, 8.333, 18.899 False
195.415, 129.022, 8.333, 18.932 False
195.137, 129.027, 8.333, 18.965 False
194.860, 129.032, 8.333, 18.998 False
194.582, 129.037, 8.333, 19.031 False
194.304, 129.043, 8.333, 19.064 False
194.027, 129.048, 8.333, 19.097 False
193.749, 129.053, 8.333, 19.130 False
193.471, 129.059, 8.333, 19.163 False
193.193, 129.064, 8.333, 19.196 False
192.916, 129.070, 8.333, 19.229 False
192.638, 129.075, 8.333, 19.262 False
192.360, 129.081, 8.333, 19.295 False
192.083, 129.086, 8.333, 19.328 False
191.805, 129.092, 8.333, 19.361 False
191.527, 129.097, 8.333, 19.394 False
191.250, 129.103, 8.333, 19.427 False
190.972, 129.108, 8.333, 19.460 False
190.694, 129.114, 8.333, 19.493 False
190.416, 129.120, 8.333, 19.526 False
190.139, 129.125, 8.333, 19.559 False
189.861, 129.131, 8.333, 19.592 False
189.583, 129.137, 8.333, 19.625 False
189.306, 129.142, 8.333, 19.658 False
189.028, 129.148, 8.333, 19.691 False
188.750, 129.153, 8.333, 19.724 False
188.473, 129.159, 8.333, 19.757 False
188.195, 129.165, 8.333, 19.790 False
187.917, 129.170, 8.333, 19.823 False
187.639, 129.176, 8.333, 19.856 False
187.362, 129.182, 8.333, 19.889 False
187.084, 129.187, 8.333, 19.922 False
186.806, 129.193, 8.333, 19.955 False
186.529, 129.198, 8.333, 19.988 False
186.251, 129.204, 8.333, 20.021 False
185.973, 129.210, 8.333, 20.054 False
185.696, 129.215, 8.333, 20.087 False
185.418, 129.221, 8.333, 20.120 False
185.140, 129.227, 8.333, 20.153 False
184.863, 129.232, 8.333, 20.186 False
184.585, 129.238, 8.333, 20.219 False
184.307, 129.243, 8.333, 20.252 False
184.029, 129.249, 8.333, 20.285 False
183.752, 129.254, 8.333, 20.318 False
183.474, 129.260, 8.333, 20.351 False
183.196, 129.265, 8.333, 20.384 False
182.919, 129.271, 8.333, 20.417 False
182.641, 129.276, 8.333, 20.450 False
182.363, 129.282, 8.333, 20.483 False
182.086, 129.287, 8.333, 20.516 False
181.808, 129.293, 8.333, 20.549 False
181.530, 129.298, 8.333, 20.582 False
181.252, 129.304, 8.333, 20.615 False
180.975, 129.309, 8.333, 20.648 False
180.697, 129.314, 8.333, 20.681 False
180.419, 129.320, 8.333, 20.714 False
180.142, 129.325, 8.333, 20.747 False
179.864, 129.330, 8.333, 20.780 False
179.586, 129.336, 8.333, 20.813 False
179.308, 129.341, 8.333, 20.846 False
179.031, 129.346, 8.333, 20.879 False
178.753, 129.351, 8.333, 20.912 False
178.475, 129.356, 8.333, 20.945 False
178.197, 129.362, 8.333, 20.978 False
177.920, 129.367, 8.333, 21.011 False
177.642, 129.372, 8.333, 21.044 False
177.364, 129.377, 8.333, 21.077 False
177.086, 129.382, 8.333, 21.110 False
176.809, 129.387, 8.333, 21.143 False
176.531, 129.392, 8.333, 21.176 False
176.253, 129.397, 8.333, 21.209 False
175.976, 129.402, 8.333, 21.242 False
175.698, 129.407, 8.333, 21.275 False
175.420, 129.411, 8.330, 21.308 False
175.143, 129.416, 8.305, 21.341 False
174.868, 129.421, 8.246, 21.374 False
174.596, 129.426, 8.157, 21.407 False
174.328, 129.430, 8.043, 21.440 False
174.064, 129.434, 7.909, 21.473 False
173.805, 129.439, 7.763, 21.506 False
173.551, 129.443, 7.606, 21.539 False
173.303, 129.447, 7.440, 21.572 False
173.060, 129.451, 7.272, 21.605 False
172.823, 129.455, 7.102, 21.638 False
172.591, 129.458, 6.936, 21.671 False
172.365, 129.462, 6.778, 21.704 False
172.143, 129.465, 6.631, 21.737 False
171.926, 129.468, 6.494, 21.770 False
171.713, 129.471, 6.368, 21.803 False
171.504, 129.475, 6.248, 21.836 False
171.298, 129.477, 6.139, 21.869 False
171.096, 129.480, 6.035, 21.902 False
170.897, 129.483, 5.943, 21.935 False
